customer_id,name,email,age,registration_date,last_purchase_date,total_spent
904,Julia Davis,julia.davis@yahoo.com,44.44566264804168,2023-06-29,2024-01-29,35.73
905,Mike Garcia,mike.garcia@hotmail.com,35.001188262221845,2020-11-06,2021-08-29,28.96
906,Unknown Customer,unknown@email.com,32.46751271102391,2021-07-23,2021-12-11,17.98
907,Sophie Garcia,sophie.garcia@.com,3.931232783738002,2020-12-12,2021-02-13,30.62
908,John Harris,john.harris@gmail.com,59.746550288459076,2024-02-05,2024-12-05,9.3
909,Jane Wilson,jane.wilson@yahoo.com,27.853750515968247,2020-03-12,2021-02-09,256.1
910,David Garcia,david.garcia@yahoo.com,36.70134044829721,2022-07-21,2023-05-01,207.87
911,Emma Garcia,emma.garcia@yahoo.com,18.87714219592527,2020-12-04,2021-06-02,340.76
912,Anna White,anna.white@company.com,30.833632884585708,2021-10-25,,0.0
913,Lisa White,lisa.white@yahoo.com,30.59409776055363,2020-02-09,2020-11-17,4.55
914,Anna Martin,anna.martin@gmail.com,32.79998787799058,2021-07-27,2021-10-12,894.63
915,Jane Martin,jane.martin@company.com,44.071952633323,2021-08-03,2021-08-12,45.23
916,Sarah White,sarah.white@gmail.com,36.04117046694785,2020-06-18,2021-04-21,7.35
917,Sam Brown,sam.brown@yahoo.com,28.120608529076794,2021-05-25,2021-09-24,10.42
918,Anna Martin,anna.martin@yahoo.com,16.92649426773403,2022-09-10,2023-05-18,49.17
919,David Martin,david.martin@gmail.com,34.935302003277606,2020-12-06,2021-04-29,7.18
920,Mike Moore,mike.moore@outlook.com,24.276625980127356,2021-09-10,2021-11-05,6.13
921,Tom Garcia,tom.garcia@outlook.com,18.812579188330886,2024-09-04,,0.0
922,Sam Thomas,sam.thomas@hotmail.com,31.298368001481144,2020-09-03,,0.0
923,Sam Anderson,sam.anderson@outlook.com,20.742219427450266,2020-09-03,,0.0
924,Emma Smith,emma.smith@company.com,35.86199489247997,2021-01-02,2021-06-09,90.93
925,Mike Smith,mike.smith@gmail.com,29.68335920290404,2020-04-17,2020-07-04,22.88
926,Mike Jackson,mike.jackson@hotmail.com,49.64539426609881,2021-02-21,,0.0
927,Alex Jackson,alex.jackson@outlook.com,50.55300138895322,2023-11-22,2023-12-07,26.35
928,Julia Taylor,julia.taylor@outlook.com,29.396692690954158,2023-02-13,2023-07-23,21.11
929,Jane Thomas,jane.thomas@gmail.com,38.16427384483392,2020-09-12,2021-01-03,159.51
930,Alex Davis,alex.davis@hotmail.com,49.66673250025807,2023-02-25,2023-11-05,17.06
931,Sophie Jackson,sophie.jackson@outlook.com,41.89229590749387,2020-08-22,2021-08-04,16.86
932,Anna Smith,anna.smith@hotmail.com,150.0,2020-06-05,,0.0
933,Unknown Customer,unknown@email.com,-5.0,2022-05-06,2022-08-25,985.98
934,David Thomas,david.thomas@company.com,30.616744968709988,2022-11-13,2022-12-31,12.71
935,Mike Taylor,mike.taylor@company.com,30.60164981111512,2022-08-05,2022-11-21,8.12
936,Mike Wilson,mike.wilson@gmail.com,50.729126328360245,2022-08-05,,0.0
937,Sam Martin,sam.martin@hotmail.com,49.95854711877281,2022-06-18,2023-06-12,50.08
938,Sophie Anderson,sophie.anderson@hotmail.com,15.815565658052787,2020-06-14,2020-11-12,23.1
939,Sophie Wilson,sophie.wilson@hotmail.com,35.001188262221845,2022-04-28,2022-12-02,60.24
940,Lisa Anderson,lisa.anderson@company.com,35.001188262221845,2021-12-26,2022-02-09,188.97
941,Sophie Moore,sophie.moore@gmail.com,39.43155771716,2023-05-29,,0.0
942,Anna Thomas,@anna.thomas.com,40.215130023881386,2022-03-08,2022-05-25,40.55
943,John Taylor,john.taylor@yahoo.com,0.2533076002649892,2021-04-10,2022-03-25,66.93
944,Tom Garcia,tom.garcia@outlook.com,33.97951632626162,2020-06-06,,0.0
945,David Jackson,@david.jackson.com,35.001188262221845,2021-10-12,2022-07-08,219.95
946,Sarah Anderson,sarah.anderson@gmail.com,32.62867426373981,2020-08-14,2021-07-15,76.51
947,Jane Garcia,jane.garcia@company.com,15.638487102348414,2020-08-30,2020-11-06,23.17
948,Sam Harris,sam.harris@outlook.com,35.93753004193743,2022-12-04,2023-09-14,232.59
949,John Garcia,john.garcia@company.com,150.0,2021-10-13,2022-06-19,96.65
950,Emma Martin,emma.martin@yahoo.com,29.194726897112005,2020-04-01,2020-09-27,554.75
951,Sophie Moore,sophie.moore@hotmail.com,32.675535442340454,2024-06-15,2025-05-21,319.09
952,Sarah Brown,sarah.browngmail.com,41.48345532842834,2023-07-28,2024-02-25,22.98
953,Sarah Garcia,sarah.garcia@hotmail.com,-5.0,2020-08-25,2021-03-15,58.47
954,Chris Smith,chris.smith@hotmail.com,43.73609417400833,2022-06-20,2023-04-13,42.32
955,Sarah Smith,sarah.smith@company.com,42.96113743185316,2024-06-06,2025-05-10,4.58
956,Mark White,mark.white@gmail.com,53.95679693033469,2023-02-09,2023-06-23,12.14
957,Lisa Martin,lisa.martin@yahoo.com,29.93826584682538,2022-05-19,2023-02-23,957.14
958,Lisa Davis,lisa.davis@gmail.com,20.45573879834705,2020-08-08,2020-12-03,11.51
959,Sam White,sam.white@company.com,38.89948041270057,2024-09-22,2025-08-05,23.37
960,Sam Garcia,sam.garcia@company.com,26.309764808697775,2021-03-13,2021-07-05,100000.0
961,Chris Thomas,chris.thomas@yahoo.com,34.307772765231725,2024-04-29,,0.0
962,David Thomas,david.thomas@company.com,61.6885373442596,2020-01-14,2020-01-29,26.36
963,Sophie Johnson,sophie.johnson@gmail.com,54.651830100789454,2021-05-14,,0.0
964,Mark Smith,mark.smith@outlook.com,51.75596728929823,2024-04-21,2025-04-10,49.14
965,Lisa Martin,lisa.martin@outlook.com,35.619518033725036,2021-05-06,2022-01-06,125.47
966,Mark Martin,mark.martin@company.com,22.33731811851156,2023-11-09,2023-11-28,17.83
967,Mike Jackson,mike.jackson@.com,38.085661589697146,2020-10-26,2021-10-01,2.72
968,Sophie Brown,sophie.brown@gmail.com,51.36761448393036,2021-12-27,2022-06-27,37.98
969,David Davis,david.davis@gmail.com,29.121287238323816,2021-08-24,2022-01-18,5.04
970,Sophie Wilson,sophie.wilson@hotmail.com,25.267218177025708,2023-06-29,2023-12-09,127.2
971,Sophie Davis,sophie.davis@gmail.com,30.665043884868652,2022-05-24,2022-07-10,221.65
972,Unknown Customer,unknown@email.com,57.2951427311322,2020-05-10,,0.0
973,Mike Smith,mike.smith@outlook.com,48.91536306110338,2024-08-04,2024-12-03,40.3
974,Sarah Moore,sarah.moore@gmail.com,19.66240231777801,2020-01-26,2020-06-19,15.61
975,Julia Harris,julia.harris@hotmail.com,38.104521601685995,2020-01-26,,0.0
976,Alex Davis,alex.davis@gmail.com,26.83796717959729,2021-04-28,2021-05-27,14.44
977,Sarah Wilson,sarah.wilson@yahoo.com,35.15917571700768,2020-01-05,2020-10-04,168.18
978,Anna Jackson,anna.jackson@hotmail.com,44.035071983453975,2020-01-05,,0.0
979,Anna Taylor,anna.taylor@gmail.com,44.856807763901124,2023-05-13,2024-03-14,105.84
980,Anna Garcia,anna.garcia@yahoo.com,31.011746317772424,2020-01-11,2020-07-18,158.2
981,Lisa Jackson,lisa.jackson@company.com,47.52615193768494,2023-12-03,2024-06-03,62.31
982,Lisa Harris,lisa.harris@yahoo.com,38.724111439339445,2021-06-23,2021-07-30,22.41
983,Sarah Anderson,sarah.anderson@company.com,26.39344787319848,2021-01-21,2021-05-24,10.04
984,Unknown Customer,unknown@email.com,36.19022107973273,2024-02-07,2025-01-01,309.18
985,Mark Thomas,mark.thomas@gmail.com,55.196707236832786,2020-07-25,2020-10-16,32.4
986,Jane Smith,jane.smith@hotmail.com,47.77028372658621,2021-07-10,2021-08-27,664.16
987,Lisa Johnson,lisa.johnson@gmail.com,31.448579864099337,2022-03-03,2022-03-25,113.22
988,Mark Davis,mark.davis@yahoo.com,35.24510622701704,2022-12-03,2023-10-01,2422.54
989,Chris Wilson,chris.wilson@hotmail.com,23.215383896085278,2022-07-30,2023-04-23,22.37
990,Anna Anderson,anna.anderson@hotmail.com,40.39361334136673,2020-06-24,2020-10-22,868.56
991,Alex Wilson,alex.wilson@hotmail.com,31.038324552263045,2021-08-14,,0.0
992,Jane Wilson,jane.wilson@outlook.com,21.29153010918869,2022-05-05,2022-05-26,916.55
993,Sophie Wilson,sophie.wilson@company.com,21.897167651438068,2023-06-20,2023-11-03,69.9
994,Mike Brown,mike.brown@outlook.com,20.004002624603242,2024-01-20,2024-12-13,15.48
995,Anna Thomas,anna.thomas@gmail.com,20.67803070920567,2024-03-30,,0.0
996,John Johnson,john.johnson@yahoo.com,48.903324400900416,2021-02-22,,0.0
997,Sam Jackson,sam.jackson@yahoo.com,35.001188262221845,2021-10-17,2022-01-12,22.25
998,Lisa Taylor,lisa.taylor@gmail.com,36.39874819090334,2020-08-02,2021-03-31,10.44
999,Emma Martin,emma.martin@outlook.com,36.71491265165808,2021-07-05,2022-03-20,28.27
1000,Anna Jackson,anna.jackson@yahoo.com,60.58124098474596,2021-05-17,2022-02-23,27.63
101,Julia Johnson,julia.johnson@gmail.com,20.63853624288426,2022-04-16,2022-05-13,5.73
793,Emma Moore,emma.moore@outlook.com,35.02686501109163,2021-03-18,2022-03-10,222.36
76,Lisa Taylor,lisa.taylor@gmail.com,28.912743072874253,2023-04-05,2024-02-28,59.73
291,Jane Martin,jane.martin@hotmail.com,25.092155806374294,2024-04-27,2024-11-30,23.69
367,Mike Taylor,mike.taylor@gmail.com,23.177667166551828,2023-12-17,2024-08-19,22.97
236,Alex White,alex.white@company.com,50.35422403712191,2023-07-12,2024-05-16,41.11
285,Mark White,@mark.white.com,38.20182075554482,2022-09-13,2023-01-31,2631.63
323,Tom Moore,tom.moore@yahoo.com,41.25535886016577,2022-04-20,2022-09-04,415.11
878,Emma Martin,emma.martin@company.com,39.24107028566668,2022-11-18,2023-02-02,294.35
677,Sam Smith,sam.smith@company.com,53.06578741653614,2021-07-03,2022-01-23,34.79
689,Tom Davis,tom.davis@yahoo.com,35.001188262221845,2020-09-15,,0.0
443,Sam Wilson,sam.wilson@outlook.com,25.108123855245463,2024-07-18,2024-11-19,24.0
334,Alex Johnson,alex.johnson@gmail.com,42.97643294399732,2022-12-26,2023-09-08,224.88
611,Unknown Customer,unknown@email.com,57.40669045174778,2020-09-27,2020-10-22,42.59
843,Anna Garcia,anna.garcia@yahoo.com,10.106163787804263,2021-12-24,,0.0
205,Sophie Jackson,sophie.jackson@gmail.com,51.80479753754339,2024-02-04,2024-03-04,123.59
769,Jane Smith,jane.smith@outlook.com,32.13484736134102,2022-08-16,2022-11-07,18.29
494,Sophie Thomas,sophie.thomas@yahoo.com,19.04977839986141,2023-08-04,2023-12-28,11.19
648,David Taylor,david.taylor@yahoo.com,200.0,2020-10-29,2021-09-23,126.1
716,Jane Johnson,jane.johnson@hotmail.com,30.698568728154196,2023-06-13,2023-08-12,20.64
